work_id,state,district,constituency,house,mp_name,work_title,category,implementing_agency,vendor_id,vendor_name,recommendation_date,sanction_date,estimated_cost_inr,sor_benchmark_cost_inr,expenditure_incurred_inr,completion_pct,days_stalled,work_status,latitude,longitude,photo_phash,photo_exif_lat,photo_exif_lon,declared_category_at_completion,milestone_count,anomaly_label
WRK-UTT-00584,Uttarakhand,Dehradun,Dehradun,Lok Sabha,Ashok Naik,Construction of Health Wellness Centre Colony Block A,Health Infrastructure,Public Works Division,VEN-UTT-002,Sindhudurg Construction Pvt Ltd,2023-05-26,2023-06-16,2943755,3012234,2109391,75,297,Stalled,29.729047,79.101852,17aeb5824b7e6d88,29.939772,79.143913,Health Infrastructure,2,GEOFENCE_TAMPERING
WRK-GOA-00141,Goa,South Goa,South Goa,Rajya Sabha,Girish Mishra,Construction of CC Road at Sector 7,Roads & Connectivity,Public Works Division,VEN-GOA-005,Sindhudurg Construction Pvt Ltd,2024-07-30,2024-08-17,558320,495295,518984,20,190,In Progress,15.350108,73.750321,22f21104594e9690,15.351823,73.749579,Roads & Connectivity,2,EXPENDITURE_PROGRESS_MISMATCH
WRK-JHA-00221,Jharkhand,Ranchi,Ranchi,Lok Sabha,Manoj Sharma,Panchayat Bhawan Renovation Gram Sabha Zone 2,Community Infrastructure,Public Works Division,VEN-JHA-001,Purvanchal Electricals,2024-10-12,2024-10-30,2428431,2289762,2152278,90,69,In Progress,23.714449,85.120793,a5322dbc20bb2974,23.715096,85.121443,Community Infrastructure,2,COMPLIANT
WRK-KAR-00253,Karnataka,Mysuru,Mysuru,Lok Sabha,Neha Naik,Renovation of Primary Health Sub-Centre Ward 9,Health Infrastructure,Municipal Corporation Engineering Wing,VEN-KAR-001,Shivalik Waterworks Solutions,2024-09-01,2024-10-01,471247,430838,186323,40,428,Stalled,15.087509,75.343225,8dba60cccd564c85,15.086551,75.344801,Health Infrastructure,2,COMPLIANT
WRK-UTT-00588,Uttarakhand,Dehradun,Dehradun,Lok Sabha,Ashok Naik,Renovation of Primary Health Sub-Centre Ward 12,Health Infrastructure,Panchayati Raj Engineering Dept,VEN-UTT-005,Sindhudurg Nirman Udyog,2024-09-10,2024-10-09,3053330,3032148,1781387,60,282,Stalled,29.771758,78.851973,62e9d8ceae069cc4,29.772252,78.853734,Health Infrastructure,2,COMPLIANT
WRK-BIH-00075,Bihar,Patna,Patna,Lok Sabha,Rekha Singh,Upgradation of Public Park Ward 4,Parks & Recreation,Municipal Corporation Engineering Wing,VEN-BIH-002,Deccan Engineering Works,2024-02-03,2024-02-19,3135580,3518497,2268135,75,235,Stalled,24.792087,85.311008,e59f4225beffff1a,24.79181,85.309525,Parks & Recreation,2,COMPLIANT
WRK-TEL-00521,Telangana,Hyderabad,Hyderabad,Lok Sabha,Geeta Nair,Development of Public Ground Municipal Ward 18,Public Amenities,Panchayati Raj Engineering Dept,VEN-TEL-005,Cauvery Nirman Udyog,2024-02-10,2024-03-04,3846313,3456055,3675012,100,0,Completed,18.170489,79.257327,091af1021dd6b4b9,18.171746,79.256403,Public Amenities,2,COMPLIANT
WRK-ASS-00065,Assam,Nagaon,Nagaon,Lok Sabha,Neha Bhatt,Construction of Health Wellness Centre Panchayat West,Health Infrastructure,Municipal Corporation Engineering Wing,VEN-ASS-001,Nilgiri Construction Pvt Ltd,2024-05-12,2024-05-30,1250076,1096114,238660,20,670,Stalled,25.970285,93.049194,77cad9683c3dd7b3,25.972169,93.047396,Health Infrastructure,2,COMPLIANT
WRK-ASS-00049,Assam,Kamrup,Kamrup,Lok Sabha,Neha Bhatt,Vocational Training Centre Setup Ward 9,Skill Development,Public Works Division,VEN-ASS-003,Malwa Electricals,2024-02-26,2024-03-10,3438525,3540300,0,0,918,Stalled,25.801521,93.233094,f1294e64d65f2dc1,25.801369,93.231311,Skill Development,0,COMPLIANT
WRK-RAJ-00458,Rajasthan,Jaipur,Jaipur,Rajya Sabha,Girish Bhatt,Construction of Community Centre Colony Block A,Community Infrastructure,Public Works Division,VEN-RAJ-001,Malwa Infrastructure Solutions,2023-06-03,2023-06-26,839501,845525,160160,20,941,Stalled,27.165258,74.140103,08c4923853acd5fa,27.165494,74.141218,Community Infrastructure,2,COMPLIANT
WRK-ARU-00044,Arunachal Pradesh,East Siang,East Siang,Lok Sabha,Anil Mishra,Vocational Training Centre Setup Panchayat East,Skill Development,District Rural Development Agency,VEN-ARU-003,Sri Balaji Waterworks Solutions,2024-11-03,2024-12-02,570799,552624,569303,100,0,Completed,27.98423,94.49662,55f1972777e51eb4,27.984872,94.495248,Skill Development,2,COMPLIANT
WRK-BIH-00090,Bihar,Gaya,Gaya,Lok Sabha,Rekha Singh,Drinking Water Hand Pump Installation Ward 4,Drinking Water,Panchayati Raj Engineering Dept,VEN-BIH-002,Deccan Engineering Works,2023-09-01,2023-09-28,3459675,3350243,1322369,40,650,Stalled,24.926581,85.154021,00f2a1e0e837e059,24.924772,85.1537,Drinking Water,2,COMPLIANT
WRK-GOA-00128,Goa,North Goa,North Goa,Lok Sabha,Girish Mishra,Community Sanitation Block Gram Sabha Zone 2,Sanitation,District Rural Development Agency,VEN-GOA-002,Sindhudurg Builders & Co,2024-01-08,2024-01-24,4238952,3970889,4033832,100,0,Completed,15.427458,74.215939,aa315a03d4d3df54,15.429203,74.217495,Sanitation,2,COMPLIANT
WRK-HIM-00203,Himachal Pradesh,Kangra,Kangra,Lok Sabha,Sanjeev Patel,Construction of Community Hall Panchayat West,Public Amenities,District Rural Development Agency,VEN-HIM-001,Ganga Engineering Works,2024-05-02,2024-05-29,1997338,1966627,1462028,75,210,Stalled,31.43853,76.783291,a8179cb4bfc962ac,31.439332,76.783641,Public Amenities,2,COMPLIANT
WRK-MIZ-00379,Mizoram,Lunglei,Lunglei,Rajya Sabha,Naveen Deshmukh,Village Electrification Works Gram Sabha Zone 2,Electrification,District Rural Development Agency,VEN-MIZ-005,Deccan Engineering Works,2024-09-21,2024-10-04,2415027,2272010,0,0,710,Stalled,23.126083,92.832117,a3258c1cf2aa091f,23.358935,92.832396,Electrification,0,GEOFENCE_TAMPERING
WRK-PUN-00452,Punjab,Jalandhar,Jalandhar,Lok Sabha,Pradeep Patel,Community Sanitation Block Ward 12,Sanitation,Zilla Parishad Works Department,VEN-PUN-004,Malwa Developers,2024-05-24,2024-06-17,3893965,3875184,2329806,60,328,Stalled,31.101163,75.557321,aadd81b638ad34a8,31.102034,75.55739,Sanitation,2,COMPLIANT
WRK-RAJ-00455,Rajasthan,Jaipur,Jaipur,Lok Sabha,Girish Bhatt,Community Sanitation Block Ward 9,Sanitation,District Rural Development Agency,VEN-RAJ-005,Sri Balaji Waterworks Solutions,2024-03-14,2024-04-13,832346,971203,0,0,884,Stalled,26.816872,74.437226,23d8b937a180573d,26.817778,74.439174,Sanitation,0,COMPLIANT
WRK-MIZ-00375,Mizoram,Aizawl,Aizawl,Lok Sabha,Naveen Deshmukh,Construction of Public Toilet Complex Ward 9,Sanitation,Panchayati Raj Engineering Dept,VEN-MIZ-004,Nilgiri Waterworks Solutions,2023-11-10,2023-11-24,1692788,1803262,1609496,100,0,Completed,23.299728,92.667042,418b699c95e9f9c1,23.299565,92.667324,Sanitation,2,COMPLIANT
WRK-TRI-00553,Tripura,Sepahijala,Sepahijala,Rajya Sabha,Rajesh Bhatt,Village Electrification Works Ward 9,Electrification,Public Works Division,VEN-TRI-002,Vindhya Infra Projects,2024-10-04,2024-10-17,1425247,1516619,1029638,75,175,In Progress,23.542587,92.093141,ea7cd58b7b9a19dc,23.542161,92.094833,Electrification,2,COMPLIANT
WRK-RAJ-00456,Rajasthan,Jaipur,Jaipur,Rajya Sabha,Girish Bhatt,Development of Public Ground Municipal Ward 18,Public Amenities,Public Works Division,VEN-RAJ-001,Malwa Infrastructure Solutions,2023-05-19,2023-06-18,810577,823238,788413,100,0,Completed,27.41016,74.46221,ab3348b4a6662809,27.412116,74.462472,Public Amenities,2,COMPLIANT
WRK-MAD-00306,Madhya Pradesh,Gwalior,Gwalior,Lok Sabha,Anil Chauhan,Drinking Water Hand Pump Installation Sector 7,Drinking Water,Municipal Corporation Engineering Wing,VEN-MAD-003,Kashi Infrastructure Solutions,2024-05-08,2024-05-22,812445,854441,159007,20,676,Stalled,22.612849,78.576253,30cdf717a4e031d8,22.611189,78.57626,Drinking Water,2,COMPLIANT
WRK-AND-00019,Andhra Pradesh,Krishna,Krishna,Rajya Sabha,Kamlesh Mishra,Renovation of Government Primary School Panchayat East,Education Infrastructure,District Rural Development Agency,VEN-AND-001,Sri Balaji Civil Contractors,2025-04-30,2025-05-27,886977,951995,787008,90,48,In Progress,15.675778,79.84739,75c14253fe31ad5b,15.674834,79.847344,Education Infrastructure,2,COMPLIANT
WRK-TRI-00555,Tripura,Sepahijala,Sepahijala,Lok Sabha,Rajesh Bhatt,Overhead Water Tank Construction Municipal Ward 18,Drinking Water,District Rural Development Agency,VEN-TRI-002,Vindhya Infra Projects,2024-05-25,2024-06-07,1997561,2344354,1440198,75,208,Stalled,23.857087,91.827628,b8b68bc94bdbac3b,23.8568,91.826357,Drinking Water,2,COMPLIANT
WRK-GUJ-00153,Gujarat,Surat,Surat,Lok Sabha,Lakshmi Tripathi,Vocational Training Centre Setup Sector 7,Skill Development,Municipal Corporation Engineering Wing,VEN-GUJ-003,Om Sai Developers,2024-07-31,2024-08-13,2280174,2137801,440504,20,610,Stalled,22.098911,71.440549,19b570d1d2f89b60,22.097371,71.441946,Skill Development,2,COMPLIANT
WRK-DEL-00638,Delhi,New Delhi,New Delhi,Rajya Sabha,Kavita Tripathi,Children's Play Area Development Municipal Ward 18,Parks & Recreation,Panchayati Raj Engineering Dept,VEN-DEL-002,Ganga Infrastructure Solutions,2024-12-26,2025-01-22,2975061,2672191,2938666,100,0,Completed,28.618227,77.024854,8c7a6e87fd33df5f,28.616251,77.026084,Parks & Recreation,2,COMPLIANT
WRK-JHA-00229,Jharkhand,Ranchi,Ranchi,Lok Sabha,Manoj Sharma,Establishment of IT Skill Development Centre Ward 12,Skill Development,Public Works Division,VEN-JHA-004,Sri Balaji Engineering Works,2024-02-23,2024-03-11,1925936,1687873,1878454,100,0,Completed,23.650596,85.18281,af1c92c8716bee55,23.651864,85.181125,Skill Development,2,COMPLIANT
WRK-DEL-00648,Delhi,South Delhi,South Delhi,Lok Sabha,Kavita Tripathi,Renovation of Primary Health Sub-Centre New Township Sector 3,Health Infrastructure,District Rural Development Agency,VEN-DEL-002,Ganga Infrastructure Solutions,2023-12-15,2024-01-09,2249626,2135070,1943797,90,98,In Progress,28.433772,77.35357,1ff12bf52fe8a360,28.435007,77.352339,Health Infrastructure,2,COMPLIANT
WRK-HIM-00214,Himachal Pradesh,Mandi,Mandi,Lok Sabha,Sanjeev Patel,Community Sanitation Block Municipal Ward 18,Sanitation,Municipal Corporation Engineering Wing,VEN-HIM-003,Deccan Civil Contractors,2024-09-01,2024-09-20,3465181,3845945,0,0,724,Stalled,30.782882,76.875755,4b493a173fd54c94,30.781917,76.876988,Sanitation,0,COMPLIANT
WRK-TEL-00542,Telangana,Nizamabad,Nizamabad,Lok Sabha,Geeta Nair,School Boundary Wall Construction Ward 4,Education Infrastructure,Zilla Parishad Works Department,VEN-TEL-004,Sindhudurg Nirman Udyog,2024-02-16,2024-02-29,412489,464178,364792,90,93,In Progress,17.782657,78.824708,c9b160cb70436b98,17.783669,78.823046,Education Infrastructure,2,COMPLIANT
WRK-GUJ-00151,Gujarat,Ahmedabad,Ahmedabad,Lok Sabha,Lakshmi Tripathi,Construction of Public Toilet Complex Panchayat West,Sanitation,Public Works Division,VEN-GUJ-006,Om Sai Civil Contractors,2024-12-18,2024-12-29,3048572,2662317,1217405,40,375,Stalled,22.123977,71.429385,f43e74783f4c9815,22.122401,71.427779,Sanitation,2,COMPLIANT
WRK-PUN-00454,Punjab,Jalandhar,Jalandhar,Rajya Sabha,Pradeep Patel,Construction of Health Wellness Centre Municipal Ward 18,Health Infrastructure,Public Works Division,VEN-PUN-006,Om Sai Waterworks Solutions,2025-04-30,2025-05-20,1486108,1743500,1109019,75,121,In Progress,31.235421,75.058689,2bf5e726f1debcc4,31.235037,75.059265,Health Infrastructure,2,COMPLIANT
WRK-TRI-00554,Tripura,Sepahijala,Sepahijala,Lok Sabha,Rajesh Bhatt,Widening of Internal Road Gram Sabha Zone 2,Roads & Connectivity,Panchayati Raj Engineering Dept,VEN-TRI-004,Kashi Construction Pvt Ltd,2023-05-29,2023-06-19,335963,324709,194505,60,474,Stalled,23.626531,91.867977,324be893b92805b5,23.627421,91.867585,Roads & Connectivity,2,COMPLIANT
WRK-KER-00278,Kerala,Ernakulam,Ernakulam,Lok Sabha,Girish Joshi,Vocational Training Centre Setup Panchayat East,Skill Development,Zilla Parishad Works Department,VEN-KER-005,Sri Balaji Developers,2024-11-02,2024-11-13,1733889,1971018,1652399,100,0,Completed,11.101554,76.252332,350adab81d5fce89,11.102073,76.252131,Skill Development,2,COMPLIANT
WRK-AND-00013,Andhra Pradesh,Guntur,Guntur,Lok Sabha,Kamlesh Mishra,Construction of Storm Water Drainage Gram Sabha Zone 2,Drainage,District Rural Development Agency,VEN-AND-004,Vindhya Waterworks Solutions,2023-10-05,2023-10-23,2072241,2240402,2014542,100,0,Completed,16.201979,79.78026,a46a43b6c7e21a2d,16.200181,79.782257,Drainage,2,COMPLIANT
WRK-NAG-00393,Nagaland,Dimapur,Dimapur,Lok Sabha,Anil Tripathi,Installation of RO Drinking Water Unit Municipal Ward 18,Drinking Water,Zilla Parishad Works Department,VEN-NAG-006,Vindhya Infrastructure Solutions,2023-10-05,2023-10-18,3024462,2811391,0,0,1062,Stalled,26.011368,94.838396,57be38e86d684acd,26.012568,94.837482,Drinking Water,0,COMPLIANT
WRK-UTT-00586,Uttarakhand,Dehradun,Dehradun,Lok Sabha,Ashok Naik,Development of Public Ground Ward 4,Public Amenities,District Rural Development Agency,VEN-UTT-007,Sindhudurg Infra Projects,2024-01-15,2024-02-06,2178552,2398058,1709278,25,571,In Progress,30.445881,79.181425,145854f07f95061b,30.444271,79.181054,Public Amenities,2,EXPENDITURE_PROGRESS_MISMATCH
WRK-UTT-00577,Uttar Pradesh,Kanpur Nagar,Kanpur Nagar,Lok Sabha,Manoj Tripathi,Installation of RO Drinking Water Unit Ward 4,Drinking Water,Municipal Corporation Engineering Wing,VEN-UTT-002,Vindhya Construction Pvt Ltd,2024-02-22,2024-03-07,1907297,1938293,377924,20,737,Stalled,26.537231,80.888163,8d7092300a40e948,26.538138,80.886742,Drinking Water,2,COMPLIANT
WRK-PUN-00444,Punjab,Amritsar,Amritsar,Lok Sabha,Pradeep Patel,Construction of Storm Water Drainage Panchayat East,Drainage,Panchayati Raj Engineering Dept,VEN-PUN-004,Malwa Developers,2024-05-14,2024-06-08,2520169,2453169,484676,20,663,Stalled,30.795664,74.956416,9e3f4a230f459434,30.79597,74.956629,Drainage,2,COMPLIANT
WRK-PUN-00453,Punjab,Jalandhar,Jalandhar,Lok Sabha,Pradeep Patel,Renovation of Government Primary School Colony Block A,Education Infrastructure,Zilla Parishad Works Department,VEN-PUN-004,Malwa Developers,2025-05-17,2025-05-28,3457989,3068979,3441133,100,0,Completed,30.793348,75.446486,44c57ce55f23e550,30.620299,75.433907,Education Infrastructure,2,GEOFENCE_TAMPERING
WRK-GOA-00130,Goa,North Goa,North Goa,Lok Sabha,Girish Mishra,Upgradation of Public Park Panchayat West,Parks & Recreation,Panchayati Raj Engineering Dept,VEN-GOA-003,Deccan Electricals,2023-08-25,2023-09-20,1195298,1227120,854382,75,273,Stalled,15.658116,74.427771,2942ecee9fdabc88,15.659762,74.428275,Parks & Recreation,2,COMPLIANT
WRK-UTT-00580,Uttar Pradesh,Kanpur Nagar,Kanpur Nagar,Lok Sabha,Manoj Tripathi,Repair of Village Approach Road Panchayat West,Roads & Connectivity,Municipal Corporation Engineering Wing,VEN-UTT-002,Vindhya Construction Pvt Ltd,2024-01-27,2024-02-20,995544,904567,0,0,937,Stalled,27.177063,80.740198,b46d03f436fccd2b,27.178374,80.738421,Roads & Connectivity,0,COMPLIANT
WRK-SIK-00486,Sikkim,East Sikkim,East Sikkim,Lok Sabha,Kamlesh Naik,Renovation of Primary Health Sub-Centre Sector 7,Health Infrastructure,Zilla Parishad Works Department,VEN-SIK-004,Ganga Nirman Udyog,2024-12-29,2025-01-14,1294994,1302518,769508,60,244,Stalled,27.433729,88.43245,b45564cf746c9fcb,27.161006,88.409753,Health Infrastructure,2,GEOFENCE_TAMPERING
WRK-MAD-00307,Madhya Pradesh,Gwalior,Gwalior,Lok Sabha,Anil Chauhan,Establishment of IT Skill Development Centre Municipal Ward 18,Skill Development,Panchayati Raj Engineering Dept,VEN-MAD-004,Cauvery Civil Contractors,2024-05-09,2024-06-08,2450508,2696334,0,0,828,Stalled,22.630715,78.878318,a361089f405320dc,22.630009,78.880015,Skill Development,0,COMPLIANT
WRK-ARU-00026,Arunachal Pradesh,Papum Pare,Papum Pare,Lok Sabha,Anil Mishra,Construction of Community Hall Colony Block A,Public Amenities,Municipal Corporation Engineering Wing,VEN-ARU-003,Sri Balaji Waterworks Solutions,2024-01-19,2024-02-04,2283373,2103081,1333374,60,382,Stalled,28.171728,94.498761,f68a909896cbe6ab,28.171621,94.500366,Public Amenities,2,COMPLIANT
WRK-HAR-00188,Haryana,Panipat,Panipat,Lok Sabha,Vikram Reddy,Panchayat Bhawan Renovation Ward 12,Community Infrastructure,Public Works Division,VEN-HAR-002,Namma Builders & Co,2025-01-18,2025-02-13,1397760,1345001,0,0,578,Stalled,29.450323,76.311133,8ec6830f1c5bcd0d,29.449759,76.311311,Community Infrastructure,0,COMPLIANT
WRK-TEL-00533,Telangana,Warangal,Warangal,Lok Sabha,Geeta Nair,Upgradation of Public Park New Township Sector 3,Parks & Recreation,Municipal Corporation Engineering Wing,VEN-TEL-001,Sri Balaji Infra Projects,2024-05-09,2024-05-19,2828141,2557764,1624317,60,340,Stalled,18.466712,79.289073,76c8602653b86dff,18.466711,79.288896,Parks & Recreation,2,COMPLIANT
WRK-UTT-00575,Uttar Pradesh,Kanpur Nagar,Kanpur Nagar,Rajya Sabha,Manoj Tripathi,Renovation of Primary Health Sub-Centre Colony Block A,Health Infrastructure,Public Works Division,VEN-UTT-004,Konkan Nirman Udyog,2023-09-21,2023-10-04,1093355,1241715,793665,75,269,Stalled,26.939257,80.640881,9f7951fe5a32e2ed,26.94095,80.64256,Health Infrastructure,2,COMPLIANT
WRK-ASS-00063,Assam,Nagaon,Nagaon,Lok Sabha,Neha Bhatt,Upgradation of Public Park Sector 7,Parks & Recreation,Panchayati Raj Engineering Dept,VEN-ASS-004,Namma Nirman Udyog,2025-03-18,2025-04-06,2939937,3023107,2799605,100,0,Completed,25.83037,93.334342,f9fd1350f6bf45a8,25.828834,93.333281,Parks & Recreation,2,COMPLIANT
WRK-AND-00021,Andhra Pradesh,Krishna,Krishna,Rajya Sabha,Kamlesh Mishra,Installation of Solar Street Lighting New Township Sector 3,Electrification,Panchayati Raj Engineering Dept,VEN-AND-004,Vindhya Waterworks Solutions,2023-08-09,2023-08-20,1528248,1592929,1520524,100,0,Completed,15.680961,79.539624,2ed768085fce3511,15.679372,79.540744,Electrification,2,COMPLIANT
WRK-MEG-00698,Meghalaya,East Khasi Hills,West Garo Hills,Lok Sabha,Naveen Yadav,Drainage Canal Package C,Drainage,Public Works Division,VEN-MEG-001,Nilgiri Civil Contractors,2024-03-03,2024-03-19,980256,941045,490128,50,20,In Progress,25.499884,91.510011,f5c059d4d47f2f48,0,0,Drainage,1,TENDER_SPLITTING
WRK-JHA-00238,Jharkhand,Dhanbad,Dhanbad,Lok Sabha,Manoj Sharma,Nala Deepening and Widening Ward 4,Drainage,Zilla Parishad Works Department,VEN-JHA-004,Sri Balaji Engineering Works,2023-07-14,2023-08-12,4148318,3940804,0,0,1129,Stalled,23.80413,85.328916,757d3d9d8777c444,23.80308,85.330053,Drainage,0,COMPLIANT
WRK-ARU-00025,Arunachal Pradesh,Papum Pare,Papum Pare,Lok Sabha,Anil Mishra,Construction of Health Wellness Centre Panchayat West,Health Infrastructure,Municipal Corporation Engineering Wing,VEN-ARU-001,Namma Infra Projects,2025-04-07,2025-04-26,2288163,2427025,884429,40,304,Stalled,28.375767,94.77133,5eec980aac8811b0,28.374534,94.77199,Health Infrastructure,2,COMPLIANT
WRK-JHA-00223,Jharkhand,Ranchi,Ranchi,Lok Sabha,Manoj Sharma,Community Sanitation Block Gram Sabha Zone 2,Sanitation,District Rural Development Agency,VEN-JHA-002,Purvanchal Engineering Works,2023-04-03,2023-04-13,2732705,3117033,2710191,100,0,Completed,23.745418,84.999216,79074f3bacdd69bf,23.743778,84.999263,Sanitation,2,COMPLIANT
WRK-WES-00626,West Bengal,North 24 Parganas,North 24 Parganas,Lok Sabha,Anita Chauhan,Renovation of Primary Health Sub-Centre Sector 7,Health Infrastructure,District Rural Development Agency,VEN-WES-002,Sindhudurg Builders & Co,2023-07-27,2023-08-07,459835,449686,394521,90,114,In Progress,22.667626,87.636172,e47a84fa4801a1e1,22.668107,87.637035,Health Infrastructure,2,COMPLIANT
WRK-MEG-00697,Meghalaya,West Garo Hills,West Garo Hills,Lok Sabha,Ravi Singh,Drainage Canal Package B,Drainage,Municipal Corporation Engineering Wing,VEN-MEG-001,Nilgiri Civil Contractors,2024-03-03,2024-03-16,971196,932348,485598,50,20,In Progress,25.620023,91.543017,b60889a8a8d4eaa5,0,0,Drainage,1,TENDER_SPLITTING
WRK-TEL-00689,Telangana,Nizamabad,Nizamabad,Lok Sabha,Geeta Nair,Establishment of IT Skill Development Centre Panchayat East Extension,Skill Development,Panchayati Raj Engineering Dept,VEN-TEL-005,Cauvery Nirman Udyog,2023-10-03,2024-02-01,2680440,2330846,1876308,70,36,In Progress,17.811311,78.880149,6b7c9352121c55e2,17.813444,78.880932,Skill Development,2,DUPLICATE_ASSET
WRK-ODI-00417,Odisha,Cuttack,Cuttack,Lok Sabha,Sunil Gupta,Renovation of Government Primary School Sector 7,Education Infrastructure,Public Works Division,VEN-ODI-005,Cauvery Electricals,2025-04-22,2025-05-18,811320,806011,0,0,484,Stalled,21.259352,84.888961,9595a7ac1c5f974c,21.257841,84.890188,Education Infrastructure,0,COMPLIANT
WRK-KAR-00264,Karnataka,Belagavi,Belagavi,Lok Sabha,Neha Naik,Construction of Public Toilet Complex Ward 4,Sanitation,Public Works Division,VEN-KAR-005,Nilgiri Nirman Udyog,2024-09-17,2024-09-30,2113385,2480039,1872352,90,72,In Progress,15.170021,75.603716,30b81f9aefae2b92,15.16864,75.604322,Sanitation,2,COMPLIANT
WRK-CHH-00102,Chhattisgarh,Raipur,Raipur,Lok Sabha,Pooja Nair,Widening of Internal Road Ward 9,Roads & Connectivity,Public Works Division,VEN-CHH-002,Malwa Builders & Co,2024-02-06,2024-02-21,927235,979338,807223,90,94,In Progress,21.631423,82.182041,ad167fc42ebcdb13,21.632807,82.181043,Roads & Connectivity,2,COMPLIANT
WRK-RAJ-00474,Rajasthan,Udaipur,Udaipur,Rajya Sabha,Girish Bhatt,Construction of Public Toilet Complex Gram Sabha Zone 2,Sanitation,Zilla Parishad Works Department,VEN-RAJ-002,Shivalik Nirman Udyog,2025-04-30,2025-05-10,3252483,3481048,1872601,60,197,Stalled,27.276825,74.318089,14c6a602f768666b,27.278059,74.316974,Sanitation,2,COMPLIANT
WRK-UTT-00705,Uttarakhand,Nainital,Haridwar,Lok Sabha,Sunita Kumaraswamy,Drainage Canal Package B,Drainage,District Rural Development Agency,VEN-UTT-002,Sindhudurg Construction Pvt Ltd,2024-03-07,2024-03-20,972002,933121,486001,50,20,In Progress,29.977072,79.054794,6073a1855ae851be,0,0,Drainage,1,TENDER_SPLITTING
WRK-MEG-00363,Meghalaya,West Garo Hills,West Garo Hills,Rajya Sabha,Ravi Naik,Establishment of IT Skill Development Centre Ward 4,Skill Development,Municipal Corporation Engineering Wing,VEN-MEG-003,Ganga Civil Contractors,2023-05-28,2023-06-17,3843152,3604182,1469481,40,711,Stalled,25.712683,91.500053,3b89656ed6755553,25.712516,91.500765,Skill Development,2,COMPLIANT
WRK-HAR-00173,Haryana,Faridabad,Faridabad,Lok Sabha,Vikram Reddy,Overhead Water Tank Construction Municipal Ward 18,Drinking Water,District Rural Development Agency,VEN-HAR-005,Vindhya Civil Contractors,2023-09-04,2023-09-22,613526,650631,0,0,1088,Stalled,29.438251,75.809902,b04549d2ae9f22f9,29.437558,75.810248,Drinking Water,0,COMPLIANT
WRK-AND-00004,Andhra Pradesh,Visakhapatnam,Visakhapatnam,Lok Sabha,Kamlesh Mishra,Construction of Public Toilet Complex Panchayat East,Sanitation,Municipal Corporation Engineering Wing,VEN-AND-002,Kashi Engineering Works,2024-09-28,2024-10-15,974202,985359,730268,75,175,In Progress,16.0249,79.78556,7d83e32df6d4f75c,16.025638,79.786931,Sanitation,2,COMPLIANT
WRK-BIH-00077,Bihar,Patna,Patna,Lok Sabha,Rekha Singh,Construction of Additional Classrooms New Township Sector 3,Education Infrastructure,Municipal Corporation Engineering Wing,VEN-BIH-006,Purvanchal Builders & Co,2024-04-05,2024-04-17,2352002,2131701,2057073,90,88,In Progress,25.01646,84.976018,c308301efea63e7b,25.017942,84.977001,Education Infrastructure,2,COMPLIANT
WRK-ARU-00041,Arunachal Pradesh,East Siang,East Siang,Lok Sabha,Anil Mishra,Renovation of Government Primary School Sector 7,Education Infrastructure,Municipal Corporation Engineering Wing,VEN-ARU-004,Shivalik Waterworks Solutions,2024-01-09,2024-02-06,3514327,3488543,2633176,75,238,Stalled,28.484103,94.564797,1f06b0314de82d17,28.483547,94.564006,Education Infrastructure,2,COMPLIANT
WRK-WES-00621,West Bengal,Howrah,Howrah,Lok Sabha,Anita Chauhan,Establishment of IT Skill Development Centre Sector 7,Skill Development,Panchayati Raj Engineering Dept,VEN-WES-003,Kashi Nirman Udyog,2025-05-24,2025-06-12,2872749,3283749,0,0,459,Stalled,22.780701,87.972707,da4c6e5ba90090a0,22.782124,87.973487,Skill Development,0,COMPLIANT
WRK-CHA-00673,Chandigarh,Chandigarh,Chandigarh,Lok Sabha,Geeta Naik,Construction of Storm Water Drainage Ward 9,Drainage,Zilla Parishad Works Department,VEN-CHA-001,Konkan Electricals,2024-11-28,2024-12-26,1947952,1851363,377500,20,502,Stalled,30.68417,76.786334,62423602f68bb5ce,30.684522,76.788113,Drainage,2,COMPLIANT
WRK-DEL-00650,Delhi,South Delhi,South Delhi,Lok Sabha,Kavita Tripathi,Installation of Solar Street Lighting New Township Sector 3,Electrification,Public Works Division,VEN-DEL-001,Cauvery Electricals,2024-06-23,2024-07-16,2814766,2923414,2754129,100,0,Completed,28.405854,77.116297,113469148b141dd0,28.404258,77.116292,Electrification,2,COMPLIANT
WRK-NAG-00389,Nagaland,Kohima,Kohima,Lok Sabha,Anil Tripathi,Development of Public Ground Gram Sabha Zone 2,Public Amenities,Panchayati Raj Engineering Dept,VEN-NAG-001,Ganga Construction Pvt Ltd,2024-11-25,2024-12-17,571663,670978,416195,75,159,In Progress,26.203051,94.730598,44110aff91b7e74f,26.204072,94.729146,Public Amenities,2,COMPLIANT
WRK-KER-00273,Kerala,Thiruvananthapuram,Thiruvananthapuram,Lok Sabha,Girish Joshi,Construction of Public Toilet Complex Sector 7,Sanitation,District Rural Development Agency,VEN-KER-002,Sindhudurg Infra Projects,2024-12-24,2025-01-14,1034148,954292,1030021,100,0,Completed,10.99115,76.401839,399c3731e29abd09,10.991605,76.402896,Sanitation,2,COMPLIANT
