milestone_id,work_id,stage,captured_at,photo_phash,photo_exif_lat,photo_exif_lon,declared_category
MS000577,WRK00283,during,2023-11-15,19b7775fe7bb5e42,26.339352,77.9177,Health Centre
MS000578,WRK00284,before,2022-04-13,96405fcdbf761449,26.614418,91.409458,Road Construction
MS000579,WRK00284,during,2022-05-15,92678e10e050df24,26.614522,91.409211,Road Construction
MS000580,WRK00285,before,2022-05-31,06bfd9c40dc78104,16.155715,73.129921,Bridge Construction
MS000581,WRK00285,during,2022-06-22,d51528af4d25298f,16.156499,73.12955,Bridge Construction
MS000582,WRK00286,before,2023-03-10,08ffeab0075072d6,26.191294,70.611891,Library Building
MS000583,WRK00286,during,2023-04-24,f47e3ca0723fd85a,26.190203,70.612684,Library Building
MS000584,WRK00286,after,2023-07-08,3e4c943a3dabba61,26.190341,70.612829,Library Building
MS000585,WRK00287,before,2023-07-01,a3c90c6a86017633,31.66986,78.245606,Sports Facility
MS000586,WRK00288,before,2023-06-24,781d5b6c49694032,30.300986,78.471507,Water Supply
MS000587,WRK00288,during,2023-08-10,edd0ce02edd32be9,30.300028,78.472097,Water Supply
MS000588,WRK00289,before,2022-08-23,3ff93134650e78e4,31.420616,77.100271,Road Construction
MS000589,WRK00289,during,2022-10-07,79eef2c0aa7a907d,31.421581,77.100189,Road Construction
MS000590,WRK00289,after,2022-12-21,22c0eee9aa5ca8cd,31.42154,77.100127,Road Construction
MS000591,WRK00290,before,2022-05-06,be3074f8a60147c3,27.64881,94.788202,Water Supply
MS000592,WRK00291,before,2023-07-22,1a2e9864f8eaca36,24.889505,84.470527,Bridge Construction
MS000593,WRK00291,during,2023-09-01,ec814510c42eafc8,24.889115,84.470071,Bridge Construction
MS000594,WRK00292,before,2023-10-08,d7f2a67814898025,20.989593,76.448955,Road Construction
MS000595,WRK00292,during,2023-11-21,61b3d8f3b99b70d6,20.989224,76.44902,Road Construction
MS000596,WRK00293,before,2022-01-29,f997c779c56f05e6,27.330853,90.468256,Sports Facility
MS000597,WRK00294,before,2022-03-03,40d91a8e1f44aa88,27.989171,77.419987,Bridge Construction
MS000598,WRK00294,during,2022-04-06,1c8390ba1672380e,27.988977,77.421005,Bridge Construction
MS000599,WRK00295,before,2023-06-09,0ac013d5f80590f0,11.257991,77.862753,Bridge Construction
MS000600,WRK00295,during,2023-07-24,92a593c81db92330,11.257173,77.862913,Bridge Construction
MS000601,WRK00295,after,2023-10-07,61547769f43dd740,11.257474,77.861665,Bridge Construction
MS000602,WRK00296,before,2022-05-25,b38a3db1276732d3,30.750941,77.809664,Community Hall
MS000603,WRK00296,during,2022-06-17,fad76ab7635d8150,30.750702,77.810637,Community Hall
MS000604,WRK00297,before,2022-12-13,70000009b4e570ba,25.629103,86.828017,Sports Facility
MS000605,WRK00297,during,2023-01-10,1b49371038de44f1,25.628925,86.827916,Sports Facility
MS000606,WRK00298,before,2022-10-25,002f2ca4743e8531,26.820732,83.32809,School Building
MS000607,WRK00298,during,2022-12-13,d653d4bb4bfca0ca,26.820593,83.327871,School Building
MS000608,WRK00299,before,2022-05-05,68e8f3115295ea96,18.286911,77.176647,Library Building
MS000609,WRK00299,during,2022-06-03,d9606af0aa546c79,18.287198,77.17749,Library Building
MS000610,WRK00300,before,2021-03-06,869c3a8e7d6ab7c2,24.106953,81.977012,Bridge Construction
MS000611,WRK00300,during,2021-04-20,b04816fdfd869a13,24.10627,81.978095,Bridge Construction
MS000612,WRK00300,after,2021-07-04,92efd363b4dea4a4,24.10678,81.977831,Bridge Construction
MS000613,WRK00301,before,2021-01-27,b55beaaacb53f0be,11.924601,76.567576,Library Building
MS000614,WRK00301,during,2021-03-19,fb2c2c830f0e5767,11.925347,76.566381,Library Building
MS000615,WRK00302,before,2022-03-19,91ed554a3faeef01,10.971282,76.996244,Health Centre
MS000616,WRK00302,during,2022-05-03,cf7798ccef36feb1,10.970575,76.996079,Health Centre
MS000617,WRK00302,after,2022-07-17,dd8cf1caec5412b4,10.971367,76.996256,Health Centre
MS000618,WRK00303,before,2023-01-04,287e4086a854027e,21.603527,84.755276,Bridge Construction
MS000619,WRK00303,during,2023-02-18,d9387dfbe9917f60,21.603326,84.754049,Bridge Construction
MS000620,WRK00304,before,2022-10-27,8cdc718dc4057420,15.75866,76.590732,Sports Facility
MS000621,WRK00304,during,2022-12-11,592aa87bfd853cf8,15.759264,76.590303,Sports Facility
MS000622,WRK00305,before,2022-08-06,509d97cddb107e7f,27.149079,83.332494,Road Construction
MS000623,WRK00305,during,2022-09-20,ec4de885b245b7d9,27.148601,83.333419,Road Construction
MS000624,WRK00305,after,2022-12-04,18e9ef7764ce4589,27.148508,83.333251,Road Construction
MS000625,WRK00306,before,2021-11-13,4199322e3ba58126,8.84752,77.742192,Boundary Wall
MS000626,WRK00306,during,2021-12-28,ef4055ddd98d213c,8.847705,77.741686,Boundary Wall
MS000627,WRK00306,after,2022-03-13,93c0968729e7e176,8.846883,77.742033,Boundary Wall
MS000628,WRK00307,before,2023-09-16,0e50f355c7b611cd,29.612686,76.305378,Road Construction
MS000629,WRK00307,during,2023-10-24,bf95ff33cdea6f52,29.611678,76.306108,Road Construction
MS000630,WRK00308,before,2022-04-10,909e21ba8a38d5aa,27.709537,93.298345,Bridge Construction
MS000631,WRK00308,during,2022-05-23,c9167a93ada63c4b,27.709914,93.29765,Bridge Construction
MS000632,WRK00309,before,2023-10-31,beccf7609249ee3a,23.748285,86.341861,Drainage Works
MS000633,WRK00309,during,2023-12-15,2b10a823d7770933,23.74825,86.341341,Drainage Works
MS000634,WRK00309,after,2024-02-28,794febeff96277e5,23.747178,86.341272,Drainage Works
MS000635,WRK00310,before,2023-09-12,1257429e3e085cb7,26.32888,93.235597,Bridge Construction
MS000636,WRK00310,during,2023-10-27,6f0eebef97e89057,26.328865,93.23556,Bridge Construction
MS000637,WRK00310,after,2024-01-10,3eb862c6676c269f,26.32752,93.23494,Bridge Construction
MS000638,WRK00311,before,2023-05-18,fd7b1279d2535515,29.572336,74.745097,Bridge Construction
MS000639,WRK00311,during,2023-07-08,a71db3a62c281bbd,29.572972,74.745394,Bridge Construction
MS000640,WRK00312,before,2021-11-16,57e0a1f103840661,9.41286,78.808742,School Building
MS000641,WRK00312,during,2021-12-11,61d15db2a67ac70a,9.412138,78.808433,School Building
MS000642,WRK00313,before,2022-03-10,e7f2418a953fcfd4,32.489069,76.179928,Health Centre
MS000643,WRK00313,during,2022-04-22,7d3d6b721f3ec572,32.489974,76.181277,Health Centre
MS000644,WRK00314,before,2022-07-10,4ae0fd7a04e25132,9.56439,79.778854,School Building
MS000645,WRK00314,during,2022-08-13,7ac067a69297eaac,9.564751,79.779106,School Building
MS000646,WRK00315,before,2023-12-25,ec19e4eb3f551740,25.886569,95.535496,Health Centre
MS000647,WRK00315,during,2024-02-08,fffcff637bf3f8f5,25.886354,95.535899,Health Centre
MS000648,WRK00315,after,2024-04-23,200f7ed09248c8c8,25.88557,95.535308,Health Centre
MS000649,WRK00316,before,2022-12-29,47bac8aaf2f94b2c,18.978826,79.893497,Community Hall
MS000650,WRK00316,during,2023-02-21,64cfd9b9050e1961,18.97936,79.893076,Community Hall
MS000651,WRK00317,before,2022-04-11,21bbd1838acfd4d6,27.032511,89.529897,Drainage Works
MS000652,WRK00317,during,2022-05-26,d64f10b584d6b400,27.032184,89.53026,Drainage Works
MS000653,WRK00317,after,2022-08-09,a6d5dac6ca41e052,27.031522,89.530323,Drainage Works
MS000654,WRK00318,before,2023-12-09,b82d40def2d78d53,29.86077,79.513135,Health Centre
MS000655,WRK00318,during,2024-01-05,015ce9f42e106355,29.861308,79.513469,Health Centre
MS000656,WRK00319,before,2023-04-28,9b08e5a844511ba0,22.107935,86.557577,Health Centre
MS000657,WRK00319,during,2023-05-25,29451370a71372ab,22.108005,86.557084,Health Centre
MS000658,WRK00320,before,2023-09-04,317979f929ede760,22.548069,87.388003,Community Hall
MS000659,WRK00320,during,2023-09-26,5d123e9b4c6f9a45,22.549336,87.388076,Community Hall
MS000660,WRK00321,before,2022-02-20,532c5c01b017c533,13.256061,78.045232,Water Supply
MS000661,WRK00321,during,2022-04-06,4cf41edd3f9304fa,13.254723,78.045656,Water Supply
MS000662,WRK00321,after,2022-06-20,c865b35ce79524eb,13.255078,78.045048,Water Supply
MS000663,WRK00322,before,2023-02-19,6546c66d89b1cad1,25.882023,95.230244,Library Building
MS000664,WRK00322,during,2023-03-19,e92915a385cd74bf,25.882611,95.229696,Library Building
MS000665,WRK00323,before,2023-03-27,0df6c527eb45bc38,16.972305,77.965402,School Building
MS000666,WRK00324,before,2021-10-05,400564b8171603b1,26.189244,86.862443,Boundary Wall
MS000667,WRK00324,during,2021-10-31,3025985609676569,26.188495,86.863742,Boundary Wall
MS000668,WRK00325,before,2023-07-10,0b3d6dc9616f760a,18.363656,80.483112,Road Construction
MS000669,WRK00325,during,2023-08-12,977f199a374e6538,18.362796,80.482394,Road Construction
MS000670,WRK00326,before,2021-04-16,c3f0fac39f601d17,22.169946,86.339518,Bridge Construction
MS000671,WRK00326,during,2021-06-14,61bc7c5642bb8f63,22.170273,86.338918,Bridge Construction
MS000672,WRK00327,before,2023-10-08,3ea585a901aec505,31.661152,77.203127,Road Construction
MS000673,WRK00327,during,2023-11-22,6ce34d67ad30c94b,31.661848,77.201774,Road Construction
MS000674,WRK00327,after,2024-02-05,121017873429ce3b,31.661401,77.201987,Road Construction
MS000675,WRK00328,before,2021-04-23,1be00f8e0c8d51d2,20.575128,85.079569,Road Construction
MS000676,WRK00328,during,2021-06-22,904ada375f44b716,20.575071,85.080533,Road Construction
MS000677,WRK00329,before,2021-12-30,6d651847c2294116,28.532803,72.341358,Library Building
MS000678,WRK00329,during,2022-02-26,fe11230e50fcfdaa,28.5337,72.340634,Library Building
MS000679,WRK00330,before,2023-04-28,b95cec2d7bd15655,21.832319,88.142214,Water Supply
MS000680,WRK00330,during,2023-06-12,1fe72d214526ed62,21.831697,88.14289,Water Supply
MS000681,WRK00330,after,2023-08-26,10e2b6766822d128,21.831407,88.141969,Water Supply
MS000682,WRK00331,before,2022-06-16,2e0e6673ced7cd17,27.051367,74.07284,Library Building
MS000683,WRK00331,during,2022-07-27,39cbc41acc501bea,27.050642,74.072762,Library Building
MS000684,WRK00332,before,2021-08-30,5982aa44557368cf,29.097857,84.691844,Bridge Construction
MS000685,WRK00333,before,2022-09-23,07743c94f5c9f459,28.358339,79.693733,Water Supply
MS000686,WRK00333,during,2022-10-19,ba73aa4e86c71c16,28.358473,79.694493,Water Supply
MS000687,WRK00334,before,2021-10-06,be1a070fed83a4c8,24.080473,73.833306,Anganwadi Centre
MS000688,WRK00334,during,2021-11-20,b3510ddc59518620,24.080136,73.8336,Anganwadi Centre
MS000689,WRK00334,after,2022-02-03,9b82f4304563cafe,24.079456,73.833231,Anganwadi Centre
MS000690,WRK00335,before,2022-11-11,9b0e70ad922bda48,21.660743,70.50137,Sports Facility
MS000691,WRK00335,during,2022-12-21,ce5b961f585d4011,21.660448,70.502265,Sports Facility
MS000692,WRK00336,before,2021-06-27,c8f216c15fcc997d,25.178973,74.121034,Road Construction
MS000693,WRK00337,before,2021-11-12,fe22eba1ad3d581e,25.293115,84.936098,Anganwadi Centre
MS000694,WRK00337,during,2021-12-27,afc8d769026e6d11,25.293167,84.936142,Anganwadi Centre
MS000695,WRK00338,before,2021-04-01,c4246277854494ab,27.499776,91.799529,Road Construction
MS000696,WRK00339,before,2022-08-10,83997ac58f43a250,24.074466,71.90836,Health Centre
MS000697,WRK00339,during,2022-09-16,5ec2322ff978d269,24.075407,71.90761,Health Centre
MS000698,WRK00340,before,2022-08-04,076c108d214c87b1,22.921165,70.268252,Bridge Construction
MS000699,WRK00340,during,2022-09-18,705faecd2edff02e,22.921708,70.268395,Bridge Construction
MS000700,WRK00340,after,2022-12-02,496d036a8092189b,22.920687,70.267816,Bridge Construction
MS000701,WRK00341,before,2022-01-02,ec3b9258f943375e,25.395815,90.948896,Road Construction
MS000702,WRK00341,during,2022-02-05,4e3fd50bf28c635f,25.395961,90.948029,Road Construction
MS000703,WRK00342,before,2023-08-12,b319f18d2ef03a1b,29.496537,81.788066,Bridge Construction
MS000704,WRK00342,during,2023-09-26,3d730c3bbade33a0,29.497765,81.788207,Bridge Construction
MS000705,WRK00342,after,2023-12-10,15a75ed90eb2858f,29.497476,81.788849,Bridge Construction
MS000706,WRK00343,before,2023-09-01,67db09431a59c3eb,23.632974,71.967649,Anganwadi Centre
MS000707,WRK00343,during,2023-10-22,6c8a30c1f2ca2002,23.632785,71.969095,Anganwadi Centre
MS000708,WRK00344,before,2023-04-01,6e5fbf719749d2b0,20.115369,81.802989,Health Centre
MS000709,WRK00344,during,2023-04-29,ad411244ff79f0f4,20.115956,81.803269,Health Centre
MS000710,WRK00345,before,2021-06-09,f4b4c7044edb6dc8,22.229243,71.652742,Water Supply
MS000711,WRK00346,before,2021-05-06,26330c43a92f85fe,30.268664,80.242869,Health Centre
MS000712,WRK00346,during,2021-06-20,6ccb6ae1b6d331ca,30.268364,80.242875,Health Centre
MS000713,WRK00346,after,2021-09-03,fe85544c3e859c67,30.268416,80.24321,Health Centre
MS000714,WRK00347,before,2022-10-11,02141a68952d986c,30.804446,76.845233,School Building
MS000715,WRK00347,during,2022-12-03,f6f3219272dadc21,30.803705,76.846719,School Building
MS000716,WRK00348,before,2021-04-19,5170ca8aa00e0b60,26.434954,86.763967,Road Construction
MS000717,WRK00348,during,2021-06-11,d6e381035df70cc1,26.433847,86.764254,Road Construction
MS000718,WRK00349,before,2022-01-21,125df20602f865f8,19.184549,86.723504,School Building
MS000719,WRK00349,during,2022-02-13,f8401eea5f8f8538,19.184104,86.724318,School Building
MS000720,WRK00350,before,2023-05-02,39ca28265af56a23,31.827885,77.577036,Bridge Construction
MS000721,WRK00351,before,2023-01-22,bb3607b0baed6f49,32.041189,78.96926,Boundary Wall
MS000722,WRK00352,before,2021-07-01,c74d8df088f7f097,12.409706,77.512153,Boundary Wall
MS000723,WRK00352,during,2021-08-09,bcef40f800926d61,12.409919,77.512342,Boundary Wall
MS000724,WRK00353,before,2022-08-27,a119ceee0fb91307,32.093518,76.734569,Health Centre
MS000725,WRK00353,during,2022-10-11,a499eb92f589de14,32.092932,76.734508,Health Centre
MS000726,WRK00353,after,2022-12-25,768ae6fbef775124,32.093474,76.734432,Health Centre
MS000727,WRK00354,before,2021-06-18,9a940c6c1c8e806b,25.022791,77.049337,Road Construction
MS000728,WRK00354,during,2021-07-11,4c60b543541bf89c,25.022788,77.048369,Road Construction
MS000729,WRK00355,before,2022-04-29,d25c7d37ef16d03b,24.406451,88.219863,School Building
MS000730,WRK00355,during,2022-06-13,0244e4d75ac2a176,24.405317,88.220345,School Building
MS000731,WRK00355,after,2022-08-27,8772df4a15b1c4a6,24.405911,88.219811,School Building
MS000732,WRK00356,before,2021-12-09,79ea5621661423a7,27.046981,90.429968,Street Lighting
MS000733,WRK00356,during,2022-01-05,a819213dc4fa84a4,27.046028,90.430717,Street Lighting
MS000734,WRK00357,before,2023-03-10,50d0f83dadb1be7a,19.886544,83.161426,Drainage Works
MS000735,WRK00357,during,2023-04-24,2ea37b78e466c937,19.886777,83.161281,Drainage Works
MS000736,WRK00357,after,2023-07-08,7046425dfd474d95,19.88695,83.16154,Drainage Works
MS000737,WRK00358,before,2023-06-04,c5ed3982760b3673,28.77616,71.747431,Community Hall
MS000738,WRK00359,before,2022-01-04,b9aa06f5382bab11,30.733544,75.428939,Boundary Wall
MS000739,WRK00359,during,2022-01-24,1c54956f32ce93db,30.7333,75.42755,Boundary Wall
MS000740,WRK00360,before,2022-03-21,1c6057fee5605cfb,29.050637,79.897103,Road Construction
MS000741,WRK00360,during,2022-05-05,290a3d6708175dd0,29.050989,79.898118,Road Construction
MS000742,WRK00361,before,2022-10-25,f4a29332421becca,28.95185,80.010065,Water Supply
MS000743,WRK00361,during,2022-12-09,6bcce72a1e692c3f,28.951173,80.009265,Water Supply
MS000744,WRK00361,after,2023-02-22,b6ddbd11ae864837,28.950654,80.009684,Water Supply
MS000745,WRK00362,before,2023-10-05,1a71064d424d9430,30.955562,77.887182,Library Building
MS000746,WRK00362,during,2023-11-19,ec6e8294b9dac779,30.955507,77.887896,Library Building
MS000747,WRK00362,after,2024-02-02,1c17729f21a496a8,30.955817,77.887841,Library Building
MS000748,WRK00363,before,2021-11-01,83f023fd00f2baa4,8.918185,77.58529,Road Construction
MS000749,WRK00363,during,2021-11-29,af374e8cc4735700,8.918301,77.585549,Road Construction
MS000750,WRK00364,before,2021-01-07,a1dc9cab0e213ce5,29.311395,93.618403,Road Construction
MS000751,WRK00365,before,2022-08-17,e57e72d363dde733,22.444403,85.430376,Road Construction
MS000752,WRK00365,during,2022-10-01,483fca724a1a7c2e,22.444042,85.430884,Road Construction
MS000753,WRK00365,after,2022-12-15,9e1be56d3f6c5de5,22.443563,85.430495,Road Construction
MS000754,WRK00366,before,2022-01-31,d5916d49f7073712,29.05249,81.989265,School Building
MS000755,WRK00366,during,2022-03-07,fe87a17b4376bff9,29.053094,81.990171,School Building
MS000756,WRK00367,before,2021-03-29,94500024bdb58d06,11.703407,78.125118,Road Construction
MS000757,WRK00367,during,2021-05-13,cf590b8ec86022c4,11.702938,78.125494,Road Construction
MS000758,WRK00367,after,2021-07-27,2e625a6f9c711439,11.703062,78.125677,Road Construction
MS000759,WRK00368,before,2021-04-04,2bb24cbc9c794cdb,21.784954,87.059664,Road Construction
MS000760,WRK00368,during,2021-06-03,66ba7e5121de2360,21.784097,87.060842,Road Construction
MS000761,WRK00369,before,2022-03-28,f9d185071eece891,26.06934,76.641267,Anganwadi Centre
MS000762,WRK00370,before,2021-05-10,ecf912453e5f7e23,24.992498,79.910799,Cremation Ground
MS000763,WRK00370,during,2021-06-24,615eca800d0b6920,24.992198,79.911141,Cremation Ground
MS000764,WRK00370,after,2021-09-07,fae96dd3a2209a31,24.991945,79.911188,Cremation Ground
MS000765,WRK00371,before,2023-09-25,ceb28a32b189727f,28.940651,79.881161,School Building
MS000766,WRK00371,during,2023-11-09,0d394b57a4d4df15,28.9404,79.880766,School Building
MS000767,WRK00371,after,2024-01-23,f1685db847d28391,28.940467,79.88101,School Building
MS000768,WRK00372,before,2023-04-24,012b809e6b358d15,27.149011,84.321534,Water Supply
MS000769,WRK00373,before,2023-11-06,28e601302d238ed1,23.810572,70.813365,Community Hall
MS000770,WRK00373,during,2023-11-28,364429395256f928,23.810981,70.812768,Community Hall
MS000771,WRK00374,before,2022-11-16,2875ad5d2d06f862,16.809009,74.199156,School Building
MS000772,WRK00375,before,2022-10-30,3cb3c9fa191abb3d,26.016596,83.020198,Street Lighting
MS000773,WRK00375,during,2022-12-14,4dea5200559383cf,26.016394,83.020482,Street Lighting
MS000774,WRK00375,after,2023-02-27,8d40aeb2aed690cc,26.017341,83.019621,Street Lighting
MS000775,WRK00376,before,2021-04-22,31b42308b8463413,24.093248,87.388542,Anganwadi Centre
MS000776,WRK00376,during,2021-06-06,c75ffb36be30cae9,24.093576,87.388219,Anganwadi Centre
MS000777,WRK00376,after,2021-08-20,a676ace13cfe18e9,24.093126,87.388187,Anganwadi Centre
MS000778,WRK00377,before,2021-05-03,4b8fb475e2ebb2d2,22.20887,69.195077,Road Construction
MS000779,WRK00377,during,2021-06-17,be1a35c9a12ac11c,22.209609,69.194975,Road Construction
MS000780,WRK00377,after,2021-08-31,e9846baaf7e47c8c,22.210015,69.196181,Road Construction
MS000781,WRK00378,before,2022-04-16,6d98a416bae27198,30.297562,80.53017,Cremation Ground
MS000782,WRK00378,during,2022-05-18,f11afc00132b4f36,30.297335,80.5292,Cremation Ground
MS000783,WRK00379,before,2021-01-11,cc4ae02ccf4994e0,28.062551,94.012414,Cremation Ground
MS000784,WRK00380,before,2023-04-13,296be9034e09c596,25.191121,86.172342,Sports Facility
MS000785,WRK00380,during,2023-05-28,20b998300b373468,25.191106,86.172071,Sports Facility
MS000786,WRK00380,after,2023-08-11,e43f05c840a582f7,25.192091,86.172552,Sports Facility
MS000787,WRK00381,before,2021-10-11,b0d508a9e4b81e89,31.40089,76.467851,Street Lighting
MS000788,WRK00381,during,2021-12-05,a13ecf1572cfbb0e,31.400519,76.467878,Street Lighting
MS000789,WRK00382,before,2022-03-01,620956a81c684db0,10.879552,80.022052,Sports Facility
MS000790,WRK00382,during,2022-03-25,80fd963df3d36295,10.879995,80.02153,Sports Facility
MS000791,WRK00383,before,2022-02-24,c0cffa7335b50ec5,14.849129,78.320775,Sports Facility
MS000792,WRK00384,before,2021-05-10,9ef6a99f73b4daf3,8.761978,79.181362,Drainage Works
MS000793,WRK00384,during,2021-06-17,f8f40e49cb5d2aff,8.76291,79.181616,Drainage Works
MS000794,WRK00385,before,2023-03-12,dfff8cea26870a98,24.610725,79.197457,Street Lighting
MS000795,WRK00385,during,2023-04-26,8373edf3dec91438,24.61155,79.196636,Street Lighting
MS000796,WRK00385,after,2023-07-10,82601132c02fb24f,24.610705,79.197607,Street Lighting
MS000797,WRK00386,before,2023-08-29,6964a11255fc0f2b,23.158818,76.557046,Sports Facility
MS000798,WRK00386,during,2023-10-13,28f5f5c200ebf725,23.158767,76.557648,Sports Facility
MS000799,WRK00387,before,2023-12-22,5f34fd6c7bf75b57,23.731547,69.199574,Cremation Ground
MS000800,WRK00387,during,2024-01-11,80fa33637497c7d9,23.731301,69.199157,Cremation Ground
MS000801,WRK00388,before,2021-12-07,1dee4b6d3ce75d1e,22.499265,88.702821,Health Centre
MS000802,WRK00389,before,2021-03-13,06617f95eba18fa8,26.027648,84.112462,Community Hall
MS000803,WRK00389,during,2021-04-19,8897c4970bad4234,26.027197,84.112251,Community Hall
MS000804,WRK00390,before,2023-11-06,ccb1063d25a74338,27.403373,87.070448,Bridge Construction
MS000805,WRK00390,during,2023-12-05,453b37f5220a69d3,27.403275,87.070082,Bridge Construction
MS000806,WRK00391,before,2021-10-13,9bafcc200e16af3f,23.968738,70.953769,Anganwadi Centre
MS000807,WRK00391,during,2021-11-17,005bbf731dbe4a3c,23.968248,70.954434,Anganwadi Centre
MS000808,WRK00392,before,2023-07-02,aab133bae88ffab5,10.748261,78.733975,Road Construction
MS000809,WRK00392,during,2023-08-14,8c9d4a84e24cee91,10.748174,78.732786,Road Construction
MS000810,WRK00393,before,2022-08-06,29ee29f449e3eb48,27.225221,96.738833,Drainage Works
MS000811,WRK00393,during,2022-10-04,d0e04655a03e9b5d,27.224812,96.737815,Drainage Works
MS000812,WRK00394,before,2021-10-22,ea16ce6ea388ca32,28.312504,93.717827,Cremation Ground
MS000813,WRK00394,during,2021-11-28,a845f72389924e2d,28.313657,93.717511,Cremation Ground
MS000814,WRK00395,before,2023-02-21,397a284f76a4c79b,32.00319,74.742552,School Building
MS000815,WRK00395,during,2023-04-19,f216880d61c9815e,32.003977,74.742762,School Building
MS000816,WRK00396,before,2022-08-13,f87ae6defe8c9aab,27.642651,69.750378,Bridge Construction
MS000817,WRK00396,during,2022-09-27,71330766d11ce313,27.642056,69.74992,Bridge Construction
MS000818,WRK00396,after,2022-12-11,a13a9da294e7eb2a,27.6429,69.750705,Bridge Construction
MS000819,WRK00397,before,2023-09-02,94e74f2629b05b37,31.419112,78.191603,Drainage Works
MS000820,WRK00398,before,2023-01-10,a0c69223c4359252,24.518601,89.639535,School Building
MS000821,WRK00398,during,2023-02-26,7ef74fdb17fc2335,24.518332,89.638402,School Building
MS000822,WRK00399,before,2022-09-09,5f7ddbb1480afe9f,17.498352,73.792841,Health Centre
MS000823,WRK00399,during,2022-10-10,2e2f2127babf3375,17.499011,73.792133,Health Centre
MS000824,WRK00400,before,2022-03-29,8d15baefb6697d0a,18.616254,78.323629,School Building
MS000825,WRK00401,before,2021-02-05,4dffc9aab5bbabce,27.147393,86.287739,Bridge Construction
MS000826,WRK00401,during,2021-03-22,1271c87324bde1a8,27.147018,86.28817,Bridge Construction
MS000827,WRK00402,before,2022-03-06,32440f070ae263e0,22.137026,85.876955,Water Supply
MS000828,WRK00403,before,2022-06-03,e6b36561966d2735,31.763973,76.224737,Anganwadi Centre
MS000829,WRK00403,during,2022-07-18,ced89c97c01d1c62,31.762949,76.224673,Anganwadi Centre
MS000830,WRK00403,after,2022-10-01,054da360624d3473,31.763091,76.224528,Anganwadi Centre
MS000831,WRK00404,before,2022-12-14,d1d06bcd195efd72,28.636077,78.938563,Water Supply
MS000832,WRK00404,during,2023-01-28,3f93672421d67c73,28.63599,78.937471,Water Supply
MS000833,WRK00404,after,2023-04-13,a09c4325f047fbeb,28.635745,78.93833,Water Supply
MS000834,WRK00405,before,2021-01-09,2f64672f96e1a522,27.176564,82.479417,School Building
MS000835,WRK00405,during,2021-02-23,bc731d478ad8c568,27.177726,82.479516,School Building
MS000836,WRK00405,after,2021-05-09,33cb59ef15c04765,27.17675,82.479366,School Building
MS000837,WRK00406,before,2022-04-12,5c7ae8efc3245e35,12.365872,74.507918,Drainage Works
MS000838,WRK00406,during,2022-05-27,54edfb704eb0c866,12.365278,74.507077,Drainage Works
MS000839,WRK00406,after,2022-08-10,b1299cb78b248c7e,12.364974,74.507518,Drainage Works
MS000840,WRK00407,before,2022-08-04,db5586423054366b,26.78618,81.309122,Anganwadi Centre
MS000841,WRK00407,during,2022-08-25,1a41c57f4bf70dc6,26.78573,81.310303,Anganwadi Centre
MS000842,WRK00408,before,2023-10-04,b1edf3d3668f5032,16.109323,74.391644,Road Construction
MS000843,WRK00408,during,2023-11-18,3a0761d90624ebdf,16.109733,74.390499,Road Construction
MS000844,WRK00408,after,2024-02-01,496ec0c9a7c5f960,16.109444,74.391594,Road Construction
MS000845,WRK00409,before,2022-11-25,c19d11c545e18b77,17.893671,76.742939,Community Hall
MS000846,WRK00409,during,2023-01-08,1cc6d08ae6d037c6,17.893391,76.743355,Community Hall
MS000847,WRK00410,before,2023-09-20,f14152c7a0dcec7d,12.255861,75.153844,Library Building
MS000848,WRK00410,during,2023-11-04,5b7887ed4824faf3,12.255648,75.152928,Library Building
MS000849,WRK00410,after,2024-01-18,ec5eac705c494d63,12.256867,75.152562,Library Building
MS000850,WRK00411,before,2023-02-23,774d34f5caf07226,24.526319,77.681022,Road Construction
MS000851,WRK00411,during,2023-03-17,55b8572087cd9444,24.526312,77.681814,Road Construction
MS000852,WRK00412,before,2021-02-06,75ac0819714b5c03,19.550748,78.964952,Sports Facility
MS000853,WRK00412,during,2021-03-23,9ff0287a4d334878,19.551707,78.964466,Sports Facility
MS000854,WRK00412,after,2021-06-06,45665e791a9aab54,19.551849,78.964944,Sports Facility
MS000855,WRK00413,before,2022-10-02,8feff87b79d54e9f,27.753013,75.531636,Anganwadi Centre
MS000856,WRK00413,during,2022-11-07,c9f279a8138cf37a,27.75185,75.531996,Anganwadi Centre
MS000857,WRK00414,before,2022-12-24,06e2e861957edc3c,8.343135,79.715349,Cremation Ground
MS000858,WRK00415,before,2023-04-24,de72d97010c49f9e,24.689021,72.246303,Community Hall
MS000859,WRK00415,during,2023-06-08,cbfe68f0b8a9f704,24.689689,72.246442,Community Hall
MS000860,WRK00415,after,2023-08-22,1cf85164113b776e,24.689391,72.247203,Community Hall
MS000861,WRK00416,before,2023-05-16,63eac0a19202b09c,20.054049,81.535371,Road Construction
MS000862,WRK00416,during,2023-06-22,2e8f2f7f20a62edf,20.054945,81.535416,Road Construction
MS000863,WRK00417,before,2022-11-27,4990225836cdf42f,27.575089,78.072458,Health Centre
MS000864,WRK00417,during,2023-01-17,9a0bd63d69f841b0,27.57562,78.071874,Health Centre
MS000865,WRK00418,before,2021-07-08,87f3c9a4cd1a810d,24.469895,91.822323,Library Building
MS000866,WRK00419,before,2023-06-06,04c32fede182701b,27.962097,80.544617,Boundary Wall
